Activity Year, Respondent ID, Agency Code, Federal Tax ID, Respondent Name, Respondent Mailing Address, Respondent City, Respondent State, Respondent ZIP Code, Parent Name, Parent Address, Parent City, Parent State, Parent ZIP Code, Respondent Name (Panel), Respondent City (Panel), Respondent State (Panel), Assets, Other Lender Code, Region Code, LAR Count, Validity Error
2015,0000006487,1,15-0293643,FIRST NATIONAL BANK OF DRYDEN,7 WEST MAIN ST  PO BOX 25,DRYDEN,NY,13053-0025,,,,,,FIRST NB OF DRYDEN,DRYDEN,NY,123800,0,1,84,N
2015,0000006635,1,43-0309403,HNB NATIONAL BANK,PO BOX 1107; 100 NORTH MAIN STREET,HANNIBAL,MO,63401-1107,,,,,,HNB NB,HANNIBAL,MO,399039,0,4,666,N
2015,0000006667,1,34-0457993,THE PEOPLES NATIONAL BANK OF M,298 UNION ST  PO BOX 217,MT PLEASANT,OH,43939,,,,,,PEOPLES NB,MOUNT PLEASANT,OH,61906,0,3,120,N
2015,0000006680,1,71-0162300,SIMMONS FIRST NATIONAL BANK,501 MAIN,PINE BLUFF,AR,71601-7009,SIMMONS FIRST NATIONAL CORP,501 MAIN,PINE BLUFF,AR,71601,SIMMONS FIRST NB,PINE BLUFF,AR,4633578,0,2,6265,N
2015,0000006684,1,36-1151515,GRAND RIDGE NATIONAL BANK,105 W MAIN,GRAND RIDGE,IL,61325,PREMIER COMMERCE BANCORP INC,401 CARLTON AVE,WHEATON,IL,60187,GRAND RIDGE NB,GRAND RIDGE,IL,100099,0,3,26,N
2015,0000006707,1,21-0445725,THE FIRST NAT'L BANK OF ELMER,10 S. MAIN ST.,ELMER,NJ,08318,,,,,,FIRST NB OF ELMER,ELMER,NJ,221415,0,1,73,N
2015,0000006813,1,41-0136323,FIRST NATIONAL BANK,PO BOX N  31 CENTRAL STREET E,BAGLEY,MN,56621,FIRST NATIONAL AGENCY  INC.,124 W. 1ST ST.,FOSSTON,MN,56542,FIRST NB,BAGLEY,MN,82887,0,3,59,N
2015,0000006879,1,73-0200505,FIRST NATIONAL BANK,PO BOX 600,COWETA,OK,74429,,,,,,FIRST NB OF COWETA,COWETA,OK,70782,0,2,20,N
2015,0000006910,1,37-0274800,FIRST NATIONAL BANK OF RAYMOND,403 E. BROAD ST.,RAYMOND,IL,62560,,,,,,FIRST NB OF RAYMOND,RAYMOND,IL,143031,0,3,111,N
2015,0000006921,1,41-0371076,FNB,PO BOX 160,LE CENTER,MN,56057,THE FIRST NATIONAL BANK LC,10 W MINNESOTA ST,LE CENTER,MN,56057,FIRST NB OF LE CENTER,LE CENTER,MN,83454,0,3,57,N
2015,0000006922,1,75-0348875,THE FIRST NATIONAL BANK,PO BOX 188,HUGHES SPRINGS,TX,75656-0188,,,,,,FIRST NB,HUGHES SPRINGS,TX,294669,0,2,162,N
2015,0000006991,1,41-0413985,MINERS NB OF EVELETH,401 GRANT AVENUE,EVELETH,MN,55734,,,,,,MINERS NB OF EVELETH,EVELETH,MN,60280,0,3,46,N
2015,0000007087,1,39-0280840,FIRST NATIONAL BANK OF RIVER F,104 E LOCUST STREET,RIVER FALLS,WI,54022,,,,,,FIRST NB OF RIVER FALLS,RIVER FALLS,WI,271735,0,3,252,N
2015,0000007115,1,73-0160957,THE FIRST NATIONAL BANK AND TR,121 S  MAIN ST,BROKEN ARROW,OK,74012-4140,FIRST BROKEN ARROW CORPORATION,121 S. MAIN ST,BROKEN ARROW,OK,74012-4140,FIRST NB&TC OF BROKEN ARROW,BROKEN ARROW,OK,187682,0,2,115,N
2015,0000007236,1,36-1893500,UNION NATIONAL BANK,101 E. CHICAGO ST.,ELGIN,IL,60120,ELGIN BANCSHARES,101 E. CHICAGO ST.,ELGIN,IL,60120,UNION NB,ELGIN,IL,290252,0,3,5,N
2015,0000007266,1,64-0134521,CITIZENS NATIONAL BANK OF MERI,512 22ND AVENUE,MERIDIAN,MS,39302,,,,,,CITIZENS NB OF MERIDIAN,MERIDIAN,MS,1112889,0,2,616,N
2015,0000007276,1,37-0209600,FIRST NATIONAL BANK OF CATLIN,PO BOX 649,CATLIN,IL,61817,,,,,,FIRST NB OF CATLIN,CATLIN,IL,44740,0,3,341,N
2015,0000007524,1,75-0135768,CENDERA BANK  N.A.,PO BOX 97,BELLS,TX,75414,,,,,,CENDERA BK NA,BELLS,TX,61902,0,2,45,N
2015,0000007592,1,63-0095181,FIRST NATIONAL BANK,101 SOUTH 3RD AVE,HARTFORD,AL,36344,FIRST HARTFORD BANCSHARES,P.O. BOX 129,HARTFORD,AL,36344,FIRST NB OF HARTFORD,HARTFORD,AL,118986,0,2,98,N
2015,0000007647,1,41-0188243,FIRST NATIONAL  BANK,101 W LAKE ST.,CHISHOLM,MN,55719,MIF LIMITED,101 W LAKE ST.,CHISHOLM,MN,55719,FIRST NB OF CHISHOLM,CHISHOLM,MN,82620,0,3,21,N
2015,0000007685,1,87-0147705,FIRST NATIONAL BANK OF LAYTON,1601 N. HILLFIELD ROAD,LAYTON,UT,84041,FNB BANCORP. INC.,12 SOUTH MAIN,LAYTON,UT,84041,FIRST NB,LAYTON,UT,278155,0,4,23,N
2015,0000007699,1,14-0696635,GLENS FALLS NATIONAL BANK,250 GLEN STREET,GLENS FALLS,NY,12801-9989,ARROW FINANCIAL CORPORATION,234 GLEN STREET,GLENS FALLS,NY,12801-9989,GLENS FALLS NB&TC,GLENS FALLS,NY,1871403,0,1,1078,N
2015,0000007748,1,75-0476265,OZONA NATIONAL BANK,P O BOX 430,OZONA,TX,76943-0430,ONB BANCSHARES  INC,P O BOX 430,OZONA,TX,76943-0430,OZONA NB,OZONA,TX,222312,0,2,40,N
2015,0000007759,1,34-0470347,FIRST NATL BANK OF POWHATAN PT,345 HIGHWAY 7 NORTH,POWHATAN POINT,OH,43942,POWHATAN PT COM BANCSHARES INC,PO BOX 147,POWHATAN POINT,OH,43942,FIRST NB,POWHATAN POINT,OH,46032,0,3,4,N
2015,0000007768,1,72-0185325,THE FNB OF JEANERETTE,P.O. BOX 151,JEANERETTE,LA,70544,JEANERETTE FN BANCORP  INC,P.O. BOX 151,JEANERETTE,LA,70544,FIRST NB OF JEANERETTE,JEANERETTE,LA,236692,0,2,192,N
2015,0000007814,1,75-0357838,JACKSBORO NATIONAL BANK,910 N. MAIN,JACKSBORO,TX,76458,JACKSBORO NATIONAL BANCSHARES,POST OFFICE BOX A,JACKSBORO,TX,76354,JACKSBORO NB,JACKSBORO,TX,248885,0,2,328,N
2015,0000007898,1,39-0493130,THE NATIONAL BANK OF WAUPUN,210 E MAIN STREET,WAUPUN,WI,53963-0151,,,,,,NATIONAL BK OF WAUPUN,WAUPUN,WI,144163,0,3,38,N
2015,0000007899,1,58-0242975,FIRST NATIONAL BK WAYNESBORO,P O BOX 647,WAYNESBORO,GA,30830,FIRST BURKE BANKING CO INC,P O BOX 647,WAYNESBORO,GA,30830,FIRST NB OF WAYNESBORO,WAYNESBORO,GA,113778,0,2,68,N
2015,0000008004,1,84-0286960,COLORADO NATIONAL BANK,600 W 8TH STREET,PALISADE,CO,81526,COLORADO NATIONAL BANCORP,700 17TH STREET  SUITE 100,DENVER,CO,80202,COLORADO NB,PALISADE,CO,75989,0,4,2,N
2015,0000008031,1,47-0162410,AMFIRST BANK,PO BOX 1447,MCCOOK,NE,69001-1447,AMFIRST FINANCIAL SERVICES INC,PO BOX 1447,MCCOOK,NE,69001-1447,AMFIRST BK NA,MCCOOK,NE,263049,0,4,11,N
2015,0000008039,1,62-0201400,FIRST NATIONAL BANK OF ONEIDA,P.O. BOX 950,HELENWOOD,TN,37755,,,,,,FIRST NB,ONEIDA,TN,200606,0,2,180,N
2015,0000008094,1,75-0269820,FIRST NATIONAL BANK OF STANTON,P. O. BOS 10,STANTON,TX,79782,,,,,,FIRST NB,STANTON,TX,149627,0,2,11,N
2015,0000008134,1,74-0514055,THE BLANCO NATIONAL BANK,P O BOX 38,BLANCO,TX,78606,,,,,,BLANCO NB,BLANCO,TX,168367,0,2,78,N
2015,0000008221,1,37-0269515,THE FARMERS AND MERCHANTS NATI,120 WEST ST. LOUIS STREET,NASHVILLE,IL,62263,FARMERS AND MERCHANTS BANCSHAR,P.O. BOX 309,NASHVILLE,IL,62263,FARMERS & MERCHANTS NB,NASHVILLE,IL,179441,0,3,140,N
2015,0000008345,1,55-0169036,FAYETTE COUNTY NATIONAL BANK,PO BOX 209,FAYETTEVILLE,WV,25840,FCNB BANCORP INC,PO BOX 209,FAYETTEVILLE,WV,25840,FAYETTE CTY NB OF FAYETTEVILLE,FAYETTEVILLE,WV,92038,0,1,218,N
2015,0000008467,1,48-0180195,CONWAY BANK  NA,121 E KELLOGG,WICHITA,KS,67202,,,,,,CONWAY BK NA,CONWAY SPRINGS,KS,59708,0,4,32,N
2015,0000008515,1,75-0187798,CITIZENS NATIONAL BANK,P.O. BOX 529,CROSBYTON,TX,79322,CITIZENS BANCSHARES  INC.,P.O. BOX 529,CROSBYTON,TX,79322,CITIZENS NB,CROSBYTON,TX,44778,0,2,7,N
2015,0000008531,1,15-0436580,COMMUNITY BANK  N.A.,45-49 COURT STREET,CANTON,NY,13617-0509,,,,,,COMMUNITY BK NA,CANTON,NY,7461279,0,1,7968,N
2015,0000008597,1,75-0595930,THE FIRST NATIONAL BANK OF TAH,PO BOX 1030,TAHOKA,TX,79373-1030,TAHOKA FIRST BANCORP  INC.,1601 S 1ST,TAHOKA,TX,79373-1030,FIRST NB,TAHOKA,TX,57216,0,2,3,N
2015,0000008606,1,74-0617530,FALLS CITY NATIONAL BANK,PO BOX 339,FALLS CITY,TX,78113,,,,,,FALLS CITY NB,FALLS CITY,TX,344991,0,2,54,N
2015,0000008671,1,39-0335807,FIRST NATIONAL BANK - HARTFORD,116 WEST SUMNER STREET,HARTFORD,WI,53027,FNB HARTFORD BANCORP  INC,116 WEST SUMNER STREET/P.O. BOX 270106,HARTFORD,WI,53027,FIRST NB HARTFORD,HARTFORD,WI,179550,0,3,194,N
2015,0000008709,1,31-0383745,1ST NATIONAL BANK,1160 E. MAIN ST.,LEBANON,OH,45036,,,,,,1ST NB,LEBANON,OH,125648,0,3,706,N
2015,0000008757,1,41-0235905,FIRST NATIONAL BANK OF ELK RIV,812 MAIN STREET,ELK RIVER,MN,55330-1504,,,,,,FIRST NB OF ELK RIVER,ELK RIVER,MN,295587,0,3,106,N
2015,0000008783,1,23-0581690,1ST NATL BK OF FREDERICKSBURG,3016 S PINE GROVE STREET,FREDERICKSBURG,PA,17026,,,,,,FIRST NB FREDERICKSBURG,FREDERICKSBURG,PA,230704,0,1,82,N
2015,0000008796,1,48-0124710,ARMED FORCES BANK  NA,1111 MAIN ST SUITE 1600,KANSAS CITY,MO,64105,DICKINSON FINANCIAL CORP  INC,1111 MAIN ST  STE 1600,KANSAS CITY,MO,64105-2164,ARMED FORCES BK NA,FORT LEAVENWORTH,KS,1672142,0,4,711,N
2015,0000008830,1,61-1272844,FIRST NATIONAL BANK,105 LOCUST ST,BROOKSVILLE,KY,41004,,,,,,FIRST NB,BROOKSVILLE,KY,63313,0,3,133,N
2015,0000008899,1,74-0560665,MOODY NATIONAL BANK,2302 POSTOFFICE ST,GALVESTON,TX,77550,,,,,,MOODY NB,GALVESTON,TX,1051955,0,2,235,N
2015,0000008953,1,56-0223430,COMMUNITYONE BANK  N.A.,101 SUNSET AVE,ASHEBORO,NC,27203,COMMUNITYONE BANCORP,1017 EAST MOREHEAD ST,CHARLOTTE,NC,28204,COMMUNITYONE BK NA,ASHEBORO,NC,2210134,0,1,1756,N
2015,0000009050,1,41-0256800,FIRST NATIONAL BANK OF MILACA,190 2ND AVE SW,MILACA,MN,56353,RUM RIVER BANCCORPORATION INC,190 2ND AVE SW,MILACA,MN,56353,FIRST NB OF MILACA,MILACA,MN,187056,0,3,118,N
2015,0000009179,1,31-1198067,THE PARK NATIONAL BANK,50 N THIRD STREET,NEWARK,OH,43055,,,,,,PARK NB,NEWARK,OH,6914758,0,3,5861,N
2015,0000009295,1,54-0211100,FIRST NATIONAL BANK,P. O.  BOX 29  622 BROAD STREET,ALTAVISTA,VA,24517,,,,,,FIRST NB,ALTAVISTA,VA,361493,0,1,176,N
2015,0000009343,1,54-0121975,AMERICAN NATIONAL BANK & TRUST,628 MAIN STREET,DANVILLE,VA,24541,AMERICAN NATIONAL BANKSHARES,628 MAIN STREET,DANVILLE,VA,24541,AMERICAN NB&TC,DANVILLE,VA,1338465,0,1,533,N
2015,0000009408,1,37-0458820,PEOPLES NATIONAL BANK  N.A.,520 SOUTH 42ND STREET  PO BOX 887,MT VERNON,IL,62864,MARKET STREET BANCSHARES,520 SOUTH 42ND ST,MT VERNON,IL,62864,PEOPLES NB,MOUNT VERNON,IL,963122,0,3,903,N
2015,0000009536,1,31-4225037,KINGSTON NATIONAL BANK,2 NORTH MAIN STREET  POST OFFICE BOX 613,KINGSTON,OH,45644,,,,,,KINGSTON NB,KINGSTON,OH,248647,0,3,173,N
2015,0000009582,1,37-0274310,DIETERICH BANK  NA,300 SUR WOODS DR,EFFINGHAM,IL,62401,PRIMEBANC CORP,300 SUR WOODS DR,EFFINGHAM,IL,62401,FIRST NB OF DIETERICH,DIETERICH,IL,564734,0,3,356,N
2015,0000009669,1,11-2934194,THE BRIDGEHAMPTON NATIONAL BAN,2200 MONTAUK HIGHWAY PO BOX 3005,BRIDGEHAMPTON,NY,11932,,,,,,BRIDGEHAMPTON NB,BRIDGEHAMPTON,NY,2288329,0,1,138,N
2015,0000009734,1,37-0188390,BRADFORD NATIONAL BANK,100 EAST COLLEGE AVENUE,GREENVILLE,IL,62246,,,,,,BRADFORD NB,GREENVILLE,IL,267495,0,3,178,N
2015,0000009810,1,75-0435225,FIRST NATIONAL BANK OF MERTZON,PO BOX 589,MERTZON,TX,76941-0589,,,,,,FIRST NB,MERTZON,TX,329947,0,2,38,N
2015,0000009859,1,31-0449766,SOMERVILLE NATIONAL BANK,197 SOUTH MAIN STREET,SOMERVILLE,OH,45064,,,,,,SOMERVILLE NB,SOMERVILLE,OH,165355,0,3,372,N
2015,0000009868,1,24-0566588,FNCB,102 EAST DRINKER ST,DUNMORE,PA,18512,FNCB BANCORP,102 EAST DRINKER STREET,DUNMORE,PA,18512,FIRST NAT CMNTY BK,DUNMORE,PA,969655,0,1,463,N
2015,0000009888,1,73-0278862,FIRST NATIONAL BANK,400 EAST 1ST STREET,HEAVENER,OK,74937,,,,,,FIRST NB,HEAVENER,OK,75509,0,2,56,N
2015,0000009924,1,54-0345618,POWELL VALLEY NATIONAL BANK,PO BOX 100,JONESVILLE,VA,24263,,,,,,POWELL VALLEY NB,JONESVILLE,VA,267739,0,1,189,N
2015,0000010004,1,71-0397846,FIRST NATIONAL BANK,PO BOX 700,PARAGOULD,AR,72451,FIRST PARAGOULD BANKSHARES INC,200 WEST COURT,PARAGOULD,AR,72450,FIRST NB,PARAGOULD,AR,850642,0,2,767,N
2015,0000010045,1,37-0404035,FIRST MID-ILLINOIS B & T  NA,1515 CHARLESTON AVE  PO BOX 499,MATTOON,IL,61938,FIRST MID-ILLINOIS BANCSHARES,1515 CHARLESTON AVE.,MATTOON,IL,61938,FIRST MID-IL B&T NA,MATTOON,IL,1600032,0,3,1464,N
2015,0000010118,1,22-0998445,FIRST HOPE BANK NA,P O BOX 296,HOPE,NJ,07844,FIRST HOPE BANCORP,P O BOX 296,HOPE,NJ,07844,FIRST HOPE BK A NAT BKG ASSN,HOPE,NJ,462004,0,1,269,N
2015,0000010180,1,37-0573575,FIRST NATIONAL BANK OF WATERLO,228 S. MAIN STREET  P.O. BOX 507,WATERLOO,IL,62298,,,,,,FIRST NB OF WATERLOO,WATERLOO,IL,382327,0,3,420,N
2015,0000010254,1,61-0262618,CUMBERLAND VALLEY NATL BANK,1112 HIGHWAY 490,EAST BERNSTADT,KY,40729,CMBERLAND VALLEY FINANCIAL CO,PO BOX 709,LONDON,KY,40743-0709,CUMBERLAND VALLEY NB&TC,EAST BERNSTADT,KY,417945,0,3,304,N
2015,0000010354,1,42-0296630,MIDSTATES BANK  N.A.,1851 MADISON AVE,COUNCIL BLUFFS,IA,51503,MIDSTATES BANCSHARES,812 DURANT ST,HARLAN,IA,51537,MIDSTATES BK NA,COUNCIL BLUFFS,IA,381391,0,4,175,N
2015,0000010406,1,71-0014514,FNB NORTH ARKANSAS,305 PUBLIC SQUARE,BERRYVILLE,AR,72616,FIRST CARROLL BANKSHARES,305 PUBLIC SQUARE,BERRYVILLE,AR,72616,FIRST NB OF NORTH AR,BERRYVILLE,AR,189152,0,2,149,N
2015,0000010408,1,42-0114420,FIRST NATIONAL BANK  AMES  IA,405 5TH ST,AMES,IA,50010-0607,AMES NATIONAL CORPORATION,405 5TH ST,AMES,IA,50010-0607,FIRST NB AMES IA,AMES,IA,706185,0,4,207,N
2015,0000010420,1,74-0633640,TEXAS GULF BANK  N.A.,1626 SOUTH VOSS,HOUSTON,TX,77057,TEXAS GULF BANCSHARES  INC.,1626 SOUTH VOSS,HOUSTON,TX,77057,TEXAS GULF BK NA,HOUSTON,TX,520568,0,2,68,N
2015,0000010465,1,35-0310020,FIRST NATIONAL BANK,302 S MAIN STREET,CLOVERDALE,IN,46120,,,,,,FIRST NB,CLOVERDALE,IN,260753,0,3,220,N
2015,0000010476,1,75-0269610,TEXANA BANK,PO BOX 546,LINDEN,TX,75503,TEXANA BANK  NA,2801 RICHMOND RD PMB 28,TEXARKANA,TX,75503,TEXANA BK NA,LINDEN,TX,155848,0,2,102,N
2015,0000010536,1,57-0146256,THE CONWAY NATIONAL BANK,1400 3RD AVENUE,CONWAY,SC,29526,CNB CORPORATION,1400 3RD AVENUE,CONWAY,SC,29526,CONWAY NB,CONWAY,SC,982419,0,1,470,N
2015,0000010646,1,75-0510713,BTH BANK  NA,412 E GOODE STREET,QUITMAN,TX,75783,,,,,,BANK TX NA,QUITMAN,TX,644753,0,2,304,N
2015,0000010680,1,57-0182454,FIRST NATIONAL BANK OF SC,PO BOX 38,HOLLY HILL,SC,29059,,,,,,FIRST NB OF SC,HOLLY HILL,SC,169496,0,1,38,N
2015,0000010735,1,62-0159400,CITIZENS NATIONAL BANK,1612 S CONGRESS PKWY,ATHENS,TN,37303,,,,,,CITIZENS NB,ATHENS,TN,518424,0,2,291,N
2015,0000010789,1,48-0168925,THE CITIZENS NATIONAL BANK,417 COMMERCIAL  P.O. BOX 309,GREENLEAF,KS,66943,PADGETT AGENCY  INC.,417 COMMERCIAL STREET,GREENLEAF,KS,66943,CITIZENS NB,GREENLEAF,KS,164689,0,4,73,N
2015,0000010807,1,71-0057000,FIRST NATIONAL BANK OF WYNNE,P.O. BOX 129  528 E MERRIMAN AVE,WYNNE,AR,72396,,,,,,FIRST NB OF WYNNE,WYNNE,AR,272221,0,2,71,N
2015,0000010823,1,21-0450890,FIRST NATIONAL BANK OF ABSECON,106 NEW JERSEY AVENUE PO BOCX 324,ABSECON,NJ,08201-0324,ABSECON BANCORP,106 NEW JERSEY AVENUE,ABSECON,NJ,08201-0324,FIRST NB OF ABSECON,ABSECON,NJ,148415,0,1,81,N
2015,0000010844,1,83-0129675,BANK OF BRIDGER NA,PO BOX 447,BRIDGER,MT,59014,,,,,,BANK OF BRIDGER NA,BRIDGER,MT,374098,0,4,103,N
2015,0000010911,1,37-0274265,FIRST NATIONAL BANK OF AVA,PO BOX 98,AVA,IL,62907,HEADQUARTERS HOLDING COMPANY,PO BOX 98,AVA,IL,62907,FIRST NB OF AVA,AVA,IL,61560,0,3,94,N
2015,0000011001,1,73-0177595,1ST NATIONAL BANK OF OKMULGEE,PO BOX 1037,OKMULGEE,OK,74447,,,,,,FIRST NB&TC,OKMULGEE,OK,268089,0,2,298,N
2015,0000011019,1,75-0616404,THE FIRST NATIONAL BANK OF TOM,109 S. BRITTON,TOM BEAN,TX,75489,,,,,,FIRST NB,TOM BEAN,TX,66010,0,2,49,N
2015,0000011312,1,71-0104875,FIRST NATIONAL BANK,206 WEST MAIN,WALNUT RIDGE,AR,72476,FIRST NATIONAL CAPITAL CORP,206 WEST MAIN,WALNUT RIDGE,AR,72476,FIRST NB OF LAWRENCE COUNTY,WALNUT RIDGE,AR,192548,0,2,111,N
2015,0000011343,1,34-4324299,FNB,102 E  MAIN ST,PANDORA,OH,45877,,,,,,FIRST NB,PANDORA,OH,148544,0,3,155,N
2015,0000011397,1,80-0733838,FIRST NATIONAL BANK OF OKLAHOM,10900 HEFNER POINTE DR  SUITE 300,OKLAHOMA CITY,OK,73120,,,,,,FIRST NB OK,OKLAHOMA CITY,OK,326575,0,2,227,N
2015,0000011412,1,39-0501178,FIRST NATIONAL COMMUNITY BANK,109 E SECOND ST  P.O. BOX 89,NEW RICHMOND,WI,54017,,,,,,FIRST NAT CMNTY BK,NEW RICHMOND,WI,185716,0,3,242,N
2015,0000011443,1,37-0274319,ILLINOIS NATIONAL BANK,322 E. CAPITOL,SPRINGFIELD,IL,62701,,,,,,ILLINOIS NB,SPRINGFIELD,IL,682680,0,3,1186,N
2015,0000011526,1,39-0585074,EAGLE VALLEY BANK  NA,1946 WASHINGTON AVE S,STILLWATER,MN,55082,,,,,,EAGLE VALLEY BK NA,SAINT CROIX FALLS,WI,124547,0,3,53,N
2015,0000011544,1,61-0156616,THE CITIZENS NATIONAL BANK OF,44 PUBLIC SQ  PO BOX 760,SOMERSET,KY,42502-0760,CITIZENS BANCSHARES  INC,44 PUBLIC SQ  PO BOX 760,SOMERSET,KY,42502-0760,CITIZENS NB OF SOMERSET,SOMERSET,KY,351196,0,3,446,N
2015,0000011573,1,34-4205025,CITIZENS NATIONAL BANK,102 S. MAIN ST.,BLUFFTON,OH,45817,,,,,,CITIZENS NB,BLUFFTON,OH,682512,0,3,835,N
2015,0000011583,1,16-0426523,EVANS BANK  N.A.,ONE GRIMSBY DRIVE,HAMBURG,NY,14075,,,,,,EVANS BK NA,ANGOLA,NY,840726,0,1,646,N
2015,0000011700,1,74-0616321,FIRST NATIONAL BANK,7400 VISCOUNT BLVD,EL PASO,TX,79925,FIRST FABENS BANCORPORATION,P.O. BOX 278,FABENS,TX,79838-0278,FIRST NB,FABENS,TX,327660,0,2,549,N
2015,0000011715,1,36-1377640,LEMONT NATIONAL BANK,1201 STATE STREET,LEMONT,IL,60439,LEMONT BANCORP INC.,1201 STATE,LEMONT,IL,60439,LEMONT NB,LEMONT,IL,58868,0,3,5,N
2015,0000011798,1,48-0314805,FIRST NATIONAL BANK,1201 W AMITY,LOUISBURG,KS,66053,,,,,,FIRST NB OF LOUISBURG,LOUISBURG,KS,93764,0,4,45,N
2015,0000011833,1,58-0326290,SOUTHCREST BANK  N.A.,105 ST. STEPHENS COURT,TYRONE,GA,30291,SOUTHCREST FINANCIAL GROUP  IN,403 WESTPARK COURT SUITE 130,PEACHTREE CITY,GA,30269,SOUTHCREST BK NA,TYRONE,GA,561644,0,2,626,N
2015,0000011875,1,94-0676030,MERCHANTS NATIONAL BANK SACTO,1015 7TH STREET,SACRAMENTO,CA,95814,MERCHANTS HOLDING COMPANY,1015 7TH STREET,SACRAMENTO,CA,95814,MERCHANTS NB,SACRAMENTO,CA,220675,0,4,17,N
2015,0000011879,1,74-0780455,TEXAS NATIONAL BANK,201 S. TEXAS BLVD,MERCEDES,TX,78570,,,,,,TEXAS NB,MERCEDES,TX,143781,0,2,81,N
2015,0000012018,1,15-0368650,THE UPSTATE NATIONAL BANK,150 STATE STREET,ROCHESTER,NY,14614,,,,,,UPSTATE NB,OGDENSBURG,NY,93630,0,1,53,N
2015,0000012044,1,73-0783952,CENTRAL NATIONAL BANK,324 W. BROADWAY AVE,ENID,OK,73701,,,,,,CENTRAL NB&TC,ENID,OK,609251,0,2,83,N
2015,0000012072,1,92-0006595,FIRST NATIONAL BANK ALASKA,101 W 36TH AVE  STE 305,ANCHORAGE,AK,99503,,,,,,FIRST NB ALASKA,ANCHORAGE,AK,3312586,0,4,907,N
2015,0000012095,1,73-0467284,STROUD NATIONAL BANK,300 W MAIN ST,STROUD,OK,74079,,,,,,STROUD NB,STROUD,OK,84890,0,2,68,N
2015,0000012158,1,73-0177597,CENTRAL NATIONAL BANK,P.O. BOX 340,POTEAU,OK,74953-0340,,,,,,CENTRAL NB OF POTEAU,POTEAU,OK,231894,0,2,95,N
2015,0000012190,1,74-0844632,INCOMMONS BANK N.A.,P O BOX 510,MEXIA,TX,76667-0510,,,,,,INCOMMONS BK NA,MEXIA,TX,107912,0,2,173,N
2015,0000012229,1,54-0314870,NATIONAL BANK OF BLACKSBURG T/,P.O. BOX 90002,BLACKSBURG,VA,24062-9002,NATIONAL BANKSHARES,P O BOX 90002,BLACKSBURG,VA,24062-9002,NATIONAL BK OF BLACKSBURG,BLACKSBURG,VA,1152528,0,1,397,N
2015,0000012267,1,54-0325370,OLD POINT NATIONAL BANK,1 WEST MELLEN STREET,HAMPTON,VA,23663-9989,,,,,,OLD POINT NB OF PHOEBUS,HAMPTON,VA,871691,0,1,291,N
2015,0000012308,1,75-0548760,TEXAS REPUBLIC BANK,2595 PRESTON ROAD BLDG. 100,FRISCO,TX,75034,,,,,,TEXAS REPUBLIC BK NA,FRISCO,TX,138681,0,2,260,N
2015,0000012346,1,48-0428300,SOUTHWEST NATIONAL BANK,400 EAST DOUGLAS,WICHITA,KS,67202,REPUBLIC FINANCIAL CORP,2150 N WOODROW,WICHITA,KS,67203,SOUTHWEST NB,WICHITA,KS,441679,0,4,142,N
2015,0000012395,1,41-0256640,FIRST NATIONAL  BANK OF COKATO,P.O. BOX 490,COKATO,MN,55321-0490,KNOFF BANCSHARES  INC,PO BOX 490,COKATO,MN,55321-0490,FIRST NB OF COKATO,COKATO,MN,47678,0,3,14,N
2015,0000012456,1,61-0189494,THE FARMERS NATIONAL BANK,5290 SCOTTSVILLE RD,BOWLING GREEN,KY,42104,FNB FINANCIAL CORP,1595 VETERANS MEMORIAL HIGHWAY,SCOTTSVILLE,KY,42164,FARMERS NB,BOWLING GREEN,KY,245941,0,3,208,N
2015,0000012471,1,23-0910300,THE NEFFS NATIONAL BANK,5629 ROUTE 873,NEFFS,PA,18065-0010,,,,,,NEFFS NB,NEFFS,PA,309686,0,1,97,N
2015,0000012523,1,72-0163429,FIRST NATIONAL BANK OF LA.,P.O. BOX 267,CROWLEY,LA,70527,FINANCIAL CORPORATION OF LA.,128 NORTH PARKERSON AVENUE,CROWLEY,LA,70526,FIRST NB OF LA,CROWLEY,LA,337044,0,2,173,N
2015,0000012543,1,75-0139735,STATE NATIONAL BANK BIG SPRING,P.O. BOX 1271,BIG SPRING,TX,79720,SNB FINANCIAL  INC.,P.O. BOX 1271,BIG SPRING,TX,79720,STATE NB,BIG SPRING,TX,335828,0,2,24,N
2015,0000012591,1,73-0120518,VISION BANK,PO BOX 669,ADA,OK,74821-0669,VISION BANCSHARES  INC,PO BOX 669,ADA,OK,74821,VISION BK NA,ADA,OK,653775,0,2,919,N
2015,0000012739,1,74-0614976,FIRST NATIONAL BANK OF EVANT,P O BOX 309,EVANT,TX,76525,FIRST NATIONAL BANK,P O BOX 309,EVANT,TX,76525,FIRST NB,EVANT,TX,71983,0,2,46,N
2015,0000012810,1,15-0395710,SAVANNAH BANK NA,1565 MAIN STREET,SAVANNAH,NY,13146,,,,,,SAVANNAH BK NA,SAVANNAH,NY,140752,0,1,142,N
2015,0000012850,1,74-0745975,FIRST LIBERTY NATIONAL BANK,P O BOX 10109,LIBERTY,TX,77575,,,,,,FIRST LIBERTY NB,LIBERTY,TX,324880,0,2,118,N
2015,0000012898,1,74-1946814,COMMUNITYBANK OF TEXAS NA,6226 WASHINGTON AVE.,HOUSTON,TX,77007-3004,,,,,,COMMUNITYBANK TX NA,BEAUMONT,TX,2629926,0,2,386,N
