Activity Year, Respondent ID, Agency Code, Federal Tax ID, Respondent Name, Respondent Mailing Address, Respondent City, Respondent State, Respondent ZIP Code, Parent Name, Parent Address, Parent City, Parent State, Parent ZIP Code,LAR Count
2017,0000009536,1,31-4225037,KINGSTON NATIONAL BANK,"2 North Main Street, Post Office Box 613",Kingston,OH,45644,,,,,,197
2017,0002652092,2,52-2099123,EagleBank,11931 Tech Rd,Silver Spring,MD,20904,EagleBank Corp,7830 Old Georgetown Road,Bethesda,MD,20814,2193
2017,0000020468,5,59-1319114,Memorial Employees Federal Credit Union,3501 Johnson Street,Hollywood,FL,33021,,,,,,12
2017,0000068271,5,91-0440744,TWINSTAR CREDIT UNION,4525 INTELCO LOOP SE,LACEY,WA,98503,,,,,,683
2017,0000006681,5,95-1681048,Caltech Employees Federal Credit Union,528 Foothill Blvd,La Canada Flintridge,CA,91011,,,,,,338
2017,0000937898,9,95-1068595,SCHOOLSFIRST FEDERAL CREDIT UN,2115 North Broadway,Santa Ana,CA,92706,,,,,,9558
2017,0000012854,3,35-0161790,CENTIER BANK,600 E 84TH AVENUE,MERRILLVILLE,IN,46410,,,,,,5271
2017,0000012765,5,23-1568331,FIRST COMMONWEALTH FEDERAL CRE,257 BRODHEAD ROAD,BETHLEHEM,PA,18017,,,,,,642
2017,0000018763,1,36-1232000,"Home State Bank, N.A.",40 Grant Street,Crystal Lake,IL,60014,"Home State Bancorp, Inc.",40 Grant Street,Crystal Lake,IL,60014,815
2017,0000910118,2,15-0620348,TIOGA STATE BANK,PO Box 386,Spencer,NY,14883,,,,,,410
2017,0000934329,9,25-0659306,"BNY MELLON, N.A.","500 GRANT STREET, ROOM 4825",PITTSBURGH,PA,15258-0001,THE BANK OF NEW YORK MELLON CO,225 LIBERTY STREET,NEW YORK,NY,10286,1961
2017,0000015572,1,58-0446320,First National Bank of Griffin,318 S. Hill Street Griffin,Griffin,GA,30224,,,,,,181
2017,0000015302,1,43-0169840,"MONTGOMERY BANK, NA",P.O. BOX 948,SIKESTON,MO,63801,,,,,,461
2017,0000700566,1,41-0145082,RIVERWOOD BANK,14540 DELLWOOD DR  PO BOX 2947,BAXTER,MN,56425,GREAT RIVER HOLDING COMPANY,14091 BAXTER DR STE 201A,BAXTER,MN,56425,200
2017,33-0650958,7,33-0650958,GROUP 2000 REAL ESTATE SERVICE,8010 HAVEN AVE,RANCHO CUCAMONGA,CA,91730,,,,,,154
2017,75-2821496,7,75-2821496,LRS FINANCIAL NETWORK DBA HNB MORTGAGE,2101 W. Wadley Ste. 36,Midland,TX,79705,N/A,N/A,Midland,TX,79705,838
2017,0000980661,9,99-0034327,FIRST HAWAIIAN BANK,2339 Kamehameha Hwy,Honolulu,HI,96819,First Hawaiian Inc.,999 Bishop Street,Honolulu,HI,96813,2029
2017,0000362717,2,34-1415683,CROGHAN COLONIAL BANK,323 CROGHAN ST,FREMONT,OH,43420,,,,,,539
2017,0000024860,5,72-0840853,RIVERLAND FEDERAL CREDIT UNION,639 loyola Avenue Ste 220,New Orleans,LA,70113,,,,,,31
2017,0000024824,5,57-0345019,SC State Credit Union,800 Huger Street,Columbia,SC,29201,,,,,,335
2017,0000011438,3,64-0236290,COMMUNITY BANK NORTH MS,P. O. BOX 270,AMORY,MS,38821,COMMUNITY BANCSHARES,1255 WEST GOVERNMENT STREET,BRANDON,MS,39042,560
2017,0000061792,5,61-6024972,Ashland Credit Union,1300 Central Ave,Ashland,KY,41101,,,,,,222
2017,0000057585,3,65-1200332,Golden State Bank,870 N Mountain Ave,Upland,CA,92504,Golden State Bancorp,"500 N. Brand Blvd., Suite 2300",Glendale,CA,91203,18
2017,0000005216,3,41-0122040,AMERICAN BANK OF THE NORTH,117 CENTRAL AVENUE,NASHWAUK,MN,55769,,,,,,447
2017,0000068301,5,59-0687423,First Commerce Credit Union,2073 Lake Summit,Tallahassee,FL,32310,,,,,,231
2017,27-3863726,7,27-3863726,ANGEL OAK HOME LOANS LLC,"3600 PEACHTREE ROAD NW, SUITE 500",ATLANTA,GA,30305,,,,,,2191
2017,0000010015,3,39-0147940,Security Bank,PO Box 278,New Auburn,WI,54757,,,,,,144
2017,0000067720,5,62-0517615,US Community Credit Union,P.O. Box 14570,Nashville,TN,37214,,,,,,362
2017,0000014120,5,34-0908500,Stark Federal Credit Union,4100 Dressler Rd. NW,Canton,OH,44718,,,,,,102
2017,0000058432,3,20-5778608,CAROLINA ALLIANCE BANK,200 S CHURCH ST,SPARTANBURG,SC,29306,,,,,,203
2017,0000024710,5,87-0234218,University First FCU,PO Box 58025,Salt Lake City,UT,84158-9989,,,,,,839
2017,20-2355296,7,20-2355296,INTERCONTINENTAL CAPITAL GROUP,"50 JERICHO QUADRANGLE, SUITE 210",JERICHO,NY,11753,,,,,,6931
2017,0000022081,3,64-0565094,Magnolia State Bank,P O Box 41,Laurel,MS,39440,Magnolia State Corporation,P O Box 508,Bay Springs,MS,39422,197
2017,0000033978,3,39-1806824,Middleton Community Bank,3207 Parmenter St,Middleton,WI,53562,,,,,,77
2017,47-2565675,7,47-2565675,"FAIR WAY LENDING, LLC","918 LILY CREEK RD, #202",LOUISVILLE,KY,40243,,,,,,416
2017,0000062537,5,62-0156027,CHATTANOOGA FEDERAL EMP. CREDIT UNION,2011 STEIN DR.,Chattanooga,TN,37421,,,,,,70
2017,0000061716,5,93-0389726,NORTHWEST COMMUNITY CREDIT UNI,545 EAST 8TH AVENUE,EUGENE,OR,97401,,,,,,814
2017,0000016417,3,72-0368743,CITIZENS BANK & TRUST COMPANY,222 N NEW HAMPSHIRE ST PO BOX 1530,COVINGTON,LA,70434,,,,,,64
2017,0002942690,9,13-4149421,Signature Bank,565 5th Avenue - Fl 8,New York,NY,10017,,,,,,68
2017,0000066437,5,39-0938509,Winnebago Community Credit Union,567 E Snell Rd,Oshkosh,WI,54901,,,,,,160
2017,0000067190,5,39-0230585,Summit Credit Union,PO Box 8046,Madison,WI,53708-8046,,,,,,7865
2017,0000057892,3,20-0987179,VISIONBANK,3000 25th Street South,Fargo,ND,58103,VISIONBank Holdings Inc,3000 25th St S,Fargo,ND,58103,78
2017,22-3665409,7,22-3665409,"Atlantic Home Loans, Inc.",50 Route 46,Parsippany,NJ,07054,,,,,,3517
2017,0000060346,5,37-0693937,Redbrand Credit Union,820 McKinley Ave,Bartonville,IL,61607,,,,,,47
2017,26-2597540,7,26-2597540,MATTAMY HOME FUNDING LLC,495 NORTH KELLER ROAD SUITE 550A,MAITLAND,FL,32751,,,,,,1986
2017,0000007514,3,24-0603570,Peoples Security Bank and Trus,150 N Washington Avenue,Scranton,PA,18503,Peoples Financial Services Cor,150 N Washington Avenue,Scranton,PA,18503,619
2017,0000026536,3,04-1371820,BankGloucester,160 Main Street,Gloucester,MA,01930,,,,,,93
2017,0000020226,3,36-2696220,OAK BANK,1000 N. Rush Street,Chicago,IL,60611-0081,RUSH-OAK CORPORATION,1000 N. RUSH STREET,CHICAGO,IL,60611-0081,25
2017,0000015792,3,44-0387841,Peoples Bank of Moniteau County,105 W Row Street,Jamestown,MO,65046,,,,,,54
2017,01-0464609,7,01-0464609,RESIDENTIAL MORTGAGE SERVICES,24 CHRISTOPHER TOPPI DRIVE,SOUTH PORTLAND,ME,04106,,,,,,22624
2017,0000004701,1,75-0456915,TEXAS HERITAGE NATIONAL BANK,107 WEBB STREET,DAINGERFIELD,TX,75638,,,,,,67
2017,80-0743699,7,80-0743699,Family First Funding LLC,"215 Main Street, #2A",Toms River,NJ,08753,"Family First Funding, LLC",215 Main St #2A,Toms River,NJ,08753,5125
2017,0000004731,5,04-2255766,METROWEST COMMUNITY FCU,200 CONCORD STREET,FRAMINGHAM,MA,01702-8384,,,,,,87
2017,0000015606,3,44-0161944,THE HAMILTON BANK,"111 North Davis, P.O. Box 127",Hamilton,MO,64644-0127,"PRISM GROUP, INC",111 N DAVIS STREET,HAMILTON,MO,64644,80
2017,41-2181683,3,41-2181683,"MORTGAGE SERVICES III, LLC",502 N HERSHEY ROAD,BLOOMINGTON,IL,61704,FIRST STATE BANK,706 WASHINGTON STREET,MENDOTA,IL,61342,3576
2017,72-1377275,7,72-1377275,MAGNOLIA MORTGAGE COMPANY LLC,1550 S UNIVERSITY BLVD,MOBILE,AL,36609,,,,,,161
2017,81-1525375,7,81-1525375,"HFG HOLDINGS, LLC","888 W Big Beaver Rd, Suite 800",Troy,MI,48084,,,,,,2205
2017,0000035050,3,65-0928143,TRANSCAPITAL BANK,8850 W. OAKLAND PARK BLVD,SUNRISE,FL,33351,,,,,,18
2017,0000059093,3,81-4702064,IBC OKLAHOMA,3817 NW Expressway,Oklahoma City,OK,73112,International Bank of Commerce,1200 San Bernardo St,Laredo,TX,78040,44
2017,0000003956,1,91-0135040,BAKER BOYER BANK,7 W. Main,Walla Walla,WA,99362,Baker Boyer Bancorp,P.O. Box 1796,Walla Walla,WA,99362,227
2017,0000057810,3,20-1515603,Hamilton State Bank,1907 Hwy 211,Hoschton,GA,30548,,,,,,277
2017,0000011927,5,74-1333319,COASTAL COMMUNITY FEDERAL CREDIT UNION,2302 CHURCH ST,GALVESTON,TX,77550,,,,,,54
2017,0000016574,5,25-1150379,Patriot Federal Credit Union,PO Box 778,Chambersburg,PA,17201,,,,,,1016
2017,0000005674,1,75-0665079,First National Bank of Winnsboro,315 N. Main                           P.O. Box 29,WINNSBORO,TX,75494,,,,,,67
2017,0000700528,1,37-0331310,Best Hometown Bank,100 E. Clay St.,Collinsville,IL,62234,"Best Hometown Bancorp, Inc",100 East Clay Street,Collinsville,IL,62234,64
2017,0000008774,3,61-0153205,THE CECILIAN BANK,PO Box 178,Cecilia,KY,42724-0178,"First Cecilian Bancorp, Inc.",104 East Main Street,Cecilia,KY,42724,591
2017,24-0831867,7,24-0831867,FAIRWAY CONSUMER DISCOUNT CO,8 Marion St,Luzerne,PA,18709,,,,,,172
2017,0000706051,1,95-1897077,"PROVIDENT SAVINGS BANK, F.S.B.",3756 CENTRAL AVE,RIVERSIDE,CA,92506,,,,,,6882
2017,0000029995,3,23-9075715,PHOENIXVILLE FEDERAL BANK & TR,P.O. BOX 629 564 NUTT RD,PHOENIXVILLE,PA,19460,,,,,,150
2017,0000067214,5,39-0269470,FIRST COMMUNITY CREDIT UNION,1702 Park Ave,Beloit,WI,53511,,,,,,81
2017,0000012165,3,61-1223567,Citizens Deposit B and T,PO Box 9 10 Second Street,Vanceburg,KY,41179-0009,Premier Financial Bancorp Inc,2883 5th Avenue,Huntington,WV,25702,219
2017,0000017943,3,06-0452570,LIBERTY BANK,315 Main Street,Middletown,CT,06457,,,,,,1255
2017,04-3243815,7,04-3243815,MEMBERS MORTGAGE COMPANY INC.,"10 CEDAR STREET, SUITE 11",WOBURN,MA,01801,,,,,,1961
2017,0000016410,5,53-0056498,Department of Commerce Federal Credit Union,P.O. Box 14720,Washington,DC,20044-4720,,,,,,182
2017,0000010007,3,39-0148150,PARTNERSHIP BANK,N58W6194 COLUMBIA ROAD,CEDARBURG,WI,53012,,,,,,433
2017,0000026444,3,04-1294820,EVERETT CO-OPERATIVE BANK,419 BROADWAY,EVERETT,MA,02149,,,,,,170
2017,0000068048,5,04-1217290,CRESCENT CREDIT UNION,1300 BELMONT ST,BROCKTON,MA,02302,,,,,,274
2017,11-3399725,9,11-3399725,STERLING NATIONAL BANK,400 Rella Boulevard,Montebello,NY,10901,Sterling National Bank,400 Rella Blvd.,Montebello,NY,10901,149
2017,0000013000,3,75-0256400,ENNIS STATE BANK,P O BOX 370,ENNIS,TX,75120,,,,,,36
2017,0000031905,3,75-6233226,"Cypress Bank, SSB",120 S Greer Blvd,Pittsburg,TX,75686,"CYPRESS BANCSHARES, INC.",PO BOX 849,PITTSBURG,TX,75686,251
2017,06-1484285,7,06-1484285,"TOTAL MORTGAGE SERVICES, LLC",185 PLAINS ROAD,MILFORD,CT,06461,,,,,,4357
2017,0000015264,3,43-0453725,PEOPLES SAVINGS BANK,101 BLUFF STREET,RHINELAND,MO,65069,"RHINELAND BANCSHARES, INC.",101 BLUFF STREET,RHINELAND,MO,65069,180
2017,0000008560,3,44-0241170,BANK 21,One W Washington St,Carrollton,MO,64633-1257,,,,,,155
2017,0000001933,3,41-0190890,Citizens State Bank Norwood Young America,"409 Faxon Road, PO Box 789",Norwood Young America,MN,55368,,,,,,11
2017,0000068449,5,75-1253045,Lone Star Credit Union,7508 Ferguson Road,Dallas,TX,75228,,,,,,254
2017,84-1607068,7,84-1607068,"EMC HOLDINGS, LLC","5460 S. QUEBEC STREET, SUITE 120",GREENWOOD VILLAGE,CO,80111,"WHMC, LLC",230 S ALAMEDA BLVD.,LAS CRUCES,NM,88005,533
2017,16-1566654,7,16-1566654,PREMIUM MORTGAGE CORP,2541 MONROE AVE,ROCHESTER,NY,14618,,,,,,3885
2017,0002577739,2,62-1682903,THE BANK OF JACKSON,PO BOX 11327,JACKSON,TN,38308,WEST TENN BANCORP INC,420 OIL WELL RD,JACKSON,TN,38305,71
2017,0000314444,2,71-0058360,FBT Bank & Mortgage,200 West Fourth St,Fordyce,AR,71742,FBT Bancshares Inc,200 West Fourth St,Fordyce,AR,71742,137
2017,0000000199,5,74-0964460,Members Choice of Cntrl Tx FCU,4631 W Waco Drive,Waco,TX,76710,,,,,,91
2017,0000016114,3,72-0358470,FARMERS STATE BANK & TRUST CO.,110 W. PLAQUEMINE ST,CHURCH POINT,LA,70525,"FSB BANCSHARES, INC",110 W. PLAQUEMINE ST,CHURCH POINT,LA,70525,54
2017,0000063834,5,63-0390327,Jefferson Credit Union,5261 Ross Bridge Parkway,Hoover,AL,35226,,,,,,31
2017,0000027280,3,52-1512662,DAMASCUS COMMUNITY BANK,1525 Pointer Ridge Place,Bowie,MD,20716,,,,,,80
2017,0000011734,3,37-0276830,Flanagan State Bank,301 W Falcon Hwy,Flanagan,IL,61740-0000,,,,,,2834
2017,0000015483,5,22-1733411,Jersey Shore Federal Credit Union,1434 New Road,Northfield,NJ,08225,,,,,,86
2017,20-0192872,7,20-0192872,Village Capital & Investment,2863 St. Rose Parkway,Henderson,NV,89052,,,,,,15564
2017,0000005737,1,75-0619485,The First National Bank of Tre,PO Box 4,Trenton,TX,75490,,,,,,929
2017,0000342634,9,64-0180810,TRUSTMARK NATIONAL BANK,PO BOX 291,Jackson,MS,39205,TRUSTMARK BANK CORPORATION,248 East Capitol,Jackson,MS,39201,10023
2017,0000024725,5,23-7251402,Ohio HealthCare Federal Credit Union,3955 Dublin Granville,Dublin,OH,43017,,,,,,2
2017,0000708183,1,52-0623475,EASTERN SAVINGS BANK,"11350 MCCORMICK ROAD, STE 200",HUNT VALLEY,MD,21031,,,,,,340
2017,0000015496,3,58-0243255,"First State Bank of Blakely, Inc.",2213 S. Main Street,Blakely,GA,39823,,,,,,338
2017,0000011355,3,61-0130310,BEDFORD LOAN & DEPOSIT BANK,P.O. BOX  276 45 HWY 42 E,BEDFORD,KY,40006,,,,,,148
2017,0000068137,5,04-1104060,MASS BAY CREDIT UNION,147 WEST 4TH STREET,SOUTH BOSTON,MA,02127,,,,,,184
2017,0000004142,5,95-6038909,KINECTA FEDERAL CREDIT UNION,1440 ROSECRANS AVE,MANHATTAN BEACH,CA,90266,,,,,,1811
2017,0000063133,5,01-6028792,University Credit Union,15 Main Street,Orono,ME,04473,,,,,,520
2017,0000000306,3,72-0125120,Bank of Zachary,PO Box 497,Zachary,LA,70791,Zahary Bancshares,4743 Main Street,Zachary,LA,70791,146
2017,0000024875,5,95-2653867,THE FIRST FINANCIAL FEDERAL CR,1600 W. CAMERON AVE,WEST COVINA,CA,91790,,,,,,531
2017,0000034240,3,39-1832101,Wolf River Community Bank,309 E Main St,Hortonville,WI,54944,,,,,,273
2017,0000001427,5,35-0316722,MIDWEST AMERICA FEDERAL CU,1104 MEDICAL PARK DR,FORT WAYNE,IN,46825,,,,,,896
2017,0000028116,3,91-0480760,YAKIMA FEDERAL SAVINGS & LOAN,118 E. YAKIMA AVE,YAKIMA,WA,98901,,,,,,656
2017,0000058619,3,65-1307067,MRV Banks,871 Ste. Genevieve Drive,Ste. Genevieve,MO,63670,MRV Financial Corp,871 Ste. Genevieve Drive,Ste. Genevieve,MO,63670,61
2017,27-4370581,1,27-4370581,"BANKSOUTH MORTGAGE COMPANY, LL","3290 NORTHSIDE PARKWAY, SUITE 600",ATLANTA,GA,30027,BANKSOUTH,6340 LAKE OCONEE PARKWAY,GREENSBORO,GA,30642,6152
2017,0000002535,5,34-0796290,CANTON SCHOOL EMPLOYEES FCU,1380 MARKET AVE N,CANTON,OH,44714,,,,,,343
2017,7140500002,7,31-1064236,"Sibcy Cline Mortgage Services, Inc.",8044 Montgomery Rd. Suite 301,Cincinnati,OH,45236,,,,,,754
2017,0000016408,5,53-0197044,Nymeo Federal Credit Union,5210 Chairmans Court,Frederick,MD,21703,,,,,,1
2017,42-1130287,7,42-1130287,IOWA BANKERS MORTGAGE CORPORAT,8800 NW 62ND AVE,JOHNSTON,IA,50131,,,,,,5853
2017,0000057785,3,20-1249966,Lakeview Bank,9725 163rd St W,Lakeville,MN,55044,NA,NA,NA,,,80
2017,0000012857,3,42-0213720,DENVER SAVINGS BANK,121 S. STATE STREET,DENVER,IA,50622,PSB CORPORATION,"414 N. ADAMS, BOX 248",WELLSBURG,IA,50680,104
2017,0000063069,9,95-1780067,CITY NATIONAL BANK,555 South Flower Street,Los Angeles,CA,90071,,,,,,2504
2017,0000016667,3,37-0636365,Washington State Bank,1110 Peoria Street,Washington,IL,61571,,,,,,43
2017,0000001909,5,95-1677895,SANTA BARBARA TEACHERS FEDERAL CREDIT UNION,3970 LA COLINA RD STE 12,SANTA BARBARA,CA,93110,,,,,,26
2017,0000062076,5,38-1489454,Members First Credit Union,PO Box 2165,Midland,MI,48641,,,,,,702
2017,0000014564,1,37-0622729,FIRST BANKERS TRUST COMPANY,505 NORTH 24TH STREET,QUINCY,IL,62301,"FIRST BANKERS TRUSTSHARES, INC",1201 BROADWAY,QUINCY,IL,62301,400
2017,0000005676,3,59-0153930,BRANNEN BANK,P. O. Box 1929,Inverness,FL,34451-1929,Brannen Bank,PO Box 1929,Inverness,FL,34451,587
2017,0000012761,3,73-0236480,F&M BANK,17100 N MAY AVE,EDMOND,OK,73012,,,,,,956
2017,90-0790926,7,90-0790926,SOFI LENDING CORP.,"375 HEALDSBURG AVENUE, SUITE 280",HEALDSBURG,CA,95448,Social Finance Inc.,"One Letterman Drive, Bldg A, Suite 4700",San Francisco,CA,94129,9701
2017,0000009189,3,62-0138830,Brighton Bank,7663 Highway 51 S,Brighton,TN,38011,,,,,,400
2017,0000646453,2,74-0596120,NORTHSTAR BANK OF TEXAS,400 N Carroll Blvd,Denton,TX,76201,Carlile Bancshares,201 Main Street Suite 1320,Fort Worth,TX,76102-3117,420
2017,0000005602,5,04-2162282,Taunton Federal Credit Union,14 Church Greet,Taunton,MA,02780,,,,,,100
2017,0000007609,3,23-0867605,FIRST COMMUNITY BANK OF MERCER,12 SOUTH MAIN STREET,MERCERSBURG,PA,17236,Mercersburg Financial Corporat,12 South Main Street,Mercersburg,PA,17236,204
2017,0000018569,3,39-0987942,PEOPLES STATE BANK,"P O Box 1686, 1905 Stewart Ave",Wausau,WI,54402-1686,,,,,,684
2017,0000061748,5,38-1449622,Monroe County Comm Cr Union,715 N Telegraph Road,Monroe,MI,48162,,,,,,124
2017,0000027226,3,06-1223511,Country Bank,"655 Third Avenue, 9th",NY,NY,10017,Country Bank Holding Company Inc,"655 Third Avene, 9th fl",NY,NY,10017,18
2017,0000024034,5,35-0868189,Notre Dame Federal Credit Union,P.O. Box 7878,Notre Dame,IN,46556,,,,,,612
2017,0000011003,3,44-0243060,"Farmers State Bank, S/B",PO Box 98,Schell City,MO,64783,,,,,,54
2017,0000619877,9,74-2291652,USAA FEDERAL SAVINGS BANK,10750 MCDERMOTT FREEWAY,SAN ANTONIO,TX,78288-0544,USAA CAPITAL CORPORATION,9800 FREDERICKSBURG RD,SAN ANTONIO,TX,78288-0544,116723
2017,0000068219,5,02-0222930,NORTHEAST CREDIT UNION,100 BORTHWICK AVE.,PORTSMOUTH,NH,03801,,,,,,1586
2017,0000009095,5,04-2175534,HANSCOM FEDERAL CREDIT UNION,"25 PORTER ROAD, SUITE 100",LITTLETON,MA,01460,,,,,,925
2017,0000001439,3,47-0157590,AMERICAN INTERSTATE BANK,P.O. BOX 469,ELKHORN,NE,68022,AMERICAN INTERSTATE BANCORP,13625 CALIFORNIA ST STE 333,OMAHA,NE,68154,67
2017,0000002247,3,85-0043880,BANK OF THE SOUTHWEST,226 N Main St,Roswell,NM,88201,,,,,,82
2017,0000013290,5,75-1091446,FIRST ABILENE FEDERAL CREDIT UNION,1118 PINE ST,ABILENE,TX,79601,,,,,,88
2017,0000339858,9,73-0780382,BOKF NA,"One West 3rd, 5th Fl",Tulsa,OK,74103,,,,,,21764
2017,0000068394,5,94-1521987,MERIWEST CREDIT UNION,5615 CHESBRO AVE,SAN JOSE,CA,95123,,,,,,560
2017,80-0803847,7,80-0803847,"A10 Capital, LLC","800 W. Main Street, Suite 1100",Boise,ID,83702,,,,,,18
2017,0000015539,5,11-2147503,TOWN OF HEMPSTEAD EFCU,1830 GRAND AVENUE,BALDWIN,NY,11510,NA,NA,,,,5
2017,27-0202259,7,27-0202259,MORTGAGE ASSURANCE INC,1200 ASHWOOD PKWY. STE 200,ATLANTA,GA,30338,,,,,,1890
2017,0000025116,1,62-0118775,ATHENS FEDERAL COMMUNITY BANK,106 WASHINGTON AVENUE (PO BOX 869),ATHENS,TN,37371,,,,,,490
2017,52-2323186,7,52-2323186,"GUIDANCE RESIDENTIAL, LLC","11107 SUNSET HILLS ROAD, STES 100 & 200",RESTON,VA,20190,"GUIDANCE FINANCIAL GROUP, LLC","11107 SUNSET HILLS ROAD, SUITE 200",RESTON,VA,20190,3444
2017,80-0801750,7,80-0801750,"Ruhl Mortgage, LLC",1701 52nd Avenue,Moline,IL,61265,,,,IL,,872
2017,0000009935,3,46-0133795,RIVERS EDGE BANK,211 N BROADWAY,MARION,SD,57043,,,,,,66
2017,0000763556,2,41-0557320,PLAZA PARK BANK,"131 6TH AVE S - SUITE 100, PO BOX 337",WAITE PARK,MN,56387-0337,Plaza Agency Inc,131 6th Ave S Suite 100,Waite Park,MN,56387,77
2017,0000015657,3,74-0920969,ALLIANCE BANK CENTRAL TEXAS,P.O. BOX 7554,WACO,TX,76714,,,,,,179
2017,0000061741,5,94-6087440,Commonwealth Central Credit Union,5890 Silver Creek Valley Road,San Jose,CA,95138-1027,,,,,,314
2017,0000012661,3,39-0634210,Greenleaf Wayside Bank,PO Box 260,Greenleaf,WI,54126-0260,,,,,,103
2017,0000590976,2,62-0951437,FINANCIAL FEDERAL BANK,1715 AARON BRENNER DRIVE,MEMPHIS,TN,38120-1444,FINANCIAL FEDCORP,1715 Aaron Brenner Dr,Memphis,TN,38120-1444,558
2017,0000008745,3,35-0310540,First State Bank of Middlebury,111 S. Main Street,Middlebury,IN,46540-0069,,,,,,428
2017,0000003387,3,75-0491670,FIRSTBANK SOUTHWEST,2401 S. GEORGIA,AMARILLO,TX,79109,"FIRST PERRYTON BANCORP, INC",P.O. BOX 929,PERRYTON,TX,79070,454
2017,0000001870,5,99-0073433,Hawaii Law Enforcement Federal Credit Union,1537 Young St. 3rd Floor,Honolulu,HI,96826,,,,HI,,57
2017,66-0217490,7,66-0217490,COOPERATIVA DE AHORRO Y CREDIT,P.O. BOX 543,Aguada,PR,00602,,,,,,24
2017,0000020412,1,71-0354655,Integrity First Bank,502 S Hickory St,Mountain Home,AR,72653,Mountain Home Bancshares,PO Box 1928,Mountain Home,AR,72654-1928,474
2017,0000000613,5,16-0743538,Empireone FCU,3020 Orchard Park Rd,West Seneca,NY,14224,,,,,,24
2017,0000025795,3,58-1542258,PEOPLES BANK & TRUST,1809 RED CRUCE COURT,BUFORD,GA,30518,,,,,,59
2017,7635500004,7,87-0512002,SECURITYNATIONAL MORTGAGE COMP,5300 SOUTH 360 WEST,SALT LAKE CITY,UT,84123,Security National Financial Co,5300 South 360 West,Salt Lake City,UT,84123,19100
2017,0000062542,5,48-0587457,GOLDEN PLAINS CREDIT UNION,1714 EAST KANSAS AVENUE,GARDEN CITY,KS,67846,,,,,,719
2017,0000008693,3,39-0147720,Bank of Galesville,16893 South Main Street,Galesville,WI,54630-0429,,,,,,96
2017,0000030903,3,52-0692188,COMMUNITY BANK THE CHESAPEAKE,3035 LEONARDTOWN RD,WALDORF,MD,20601,,,,,,134
2017,0000231149,2,42-0515775,State Bank,25 N. Chestnut Ave,New Hampton,IA,50659-0070,,,,,,250
2017,0002735146,9,59-3531592,"TIAA, FSB",501 Riverside Avenue,Jacksonville,FL,32202,"TIAA FSB Holdings, Inc",730 3rd Avenue,New York,NY,10017,56873
2017,37-1572886,7,37-1572886,Meadowbrook Financial Mortgage,1600 Stewart Ave.; Suite 701,Westbury,NY,11590,,,,,,1
2017,0000001472,5,57-0314480,Palmetto Citizens FCU,PO BOX 5846,Columbia,SC,29250-5846,,,,,,859
2017,0000008056,3,35-0352710,Merchants Bank of Indiana,11555 N. Meridian Street,Carmel,IN,46032,,,,,,470
2017,26-0595342,7,26-0595342,"MOVEMENT MORTGAGE, LLC",8024 CALVIN HALL ROAD,INDIAN LAND,SC,29707,,,,,,85897
2017,0000011569,3,75-0591480,ALLIANCE BANK,P.O. Box 500,Sulphur Springs,TX,75483-0500,,,,,,368
2017,0000705224,1,56-0319795,First Savings & Loan Association,PO Box 390,Mebane,NC,27302,,,,,,74
2017,0000058359,3,01-0871157,UNITED REPUBLIC BANK,PO BOX 540126,OMAHA,NE,68154,,,,,,27
2017,0000011670,3,36-0886040,Central Bank Illinois,101 N State St,Geneseo,IL,61254,Central Banc Inc,"101 N State St, PO Box 89",Geneseo,IL,61254,392
2017,0000015566,3,35-0472900,HOOSIER HEARTLAND STATE BANK,1400 DARLINGTON AVE,CRAWFORDSVILLE,IN,47933,,,,,,151
2017,7416700009,7,52-1597440,INTERCOASTAL MORTGAGE COMPANY,"4100 MONUMENTAL CORNER DRIVE, SUITE 220",FAIRFAX,VA,22030,,,,,,2264
2017,0000013690,5,56-0710974,FORT BRAGG FEDERAL CREDIT UNION,1638 SKIBO ROAD,FAYETTEVILLE,NC,28303,,,,,,104
2017,0000012166,3,61-0378920,West Point Bank,P.O. 440,Upton,KY,42784,,,,,,405
2017,0000000258,5,74-1115597,Houston TX Fire Fighters FCU,4200 Kolb St.,Houston,TX,77007,,,,,,98
2017,0000007613,3,23-0873877,PENNIAN BANK,"2 North Main Street, P.O. Box 96",Mifflintown,PA,17059,,,,,,257
2017,66-0220429,7,66-0220429,COOEPERATIVA DE A\C MANATI,PO BOX 30562,MANAI,PR,00674,,,,,,32
2017,0000057377,3,03-0454928,YORK TRADITIONS BANK,226 PAULINE DRIVE,YORK,PA,17402,,,,,,1173
2017,0003437166,2,20-3411700,Patriot Community Bank,237 Lexington Street,Woburn,MA,01801,,,,,,366
2017,0000009300,5,72-0474816,Bossier Federal Credit Union,P.O. Box 5635,Bossier City,LA,78216,,,,LA,,33
2017,0000029546,3,44-0267430,Great Southern Bank,218 S Glenstone Ave,Springfield,MO,65802,"Great Southern Bancorp, Inc",14309 Missouri 13,Reeds Spring,MO,65737,2374
2017,0000017410,3,48-0137140,Bendena State Bank,933 Friendship Rd.  PO BOX 147,Bendena,KS,66008,,,,,,46
2017,0000024780,5,87-0135033,Wasatch Peaks CU,4723 Harrison Blvd,Ogden,UT,84403,,,,,,134
2017,0000014176,5,53-0260404,IDB-IIC Federal Credit Union,1300 New York Ave NW,Washington,DC,20577,,,,,,145
